id,objectName,modelType,path,image,bboxStatus,dimensionsSource,dimensionsVisual,bboxMinVisual,bboxMaxVisual,bboxLinkedFromId,bboxLinkedFromObject,bboxLinkMethod,donorPath,donorImage,donorModelType,donorDimensionsVisual
dzobj_4x7k94sfok,GrassDryTall2_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassdrytall2_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.8671190738677979,0.8420687913894653,1.7644548416137695]","[-0.9335595369338989,-0.42103439569473267,-0.8822274208068848]","[0.9335595369338989,0.42103439569473267,0.8822274208068848]",dzobj_ecnl26r6y7,c_grassdrytall2_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassdrytall2_summer.p3d.jpg,Raw P3D,"[1.8671190738677979,0.8420687913894653,1.7644548416137695]"
dzobj_kbjsaysqkz,GrassDryTall3_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassdrytall3_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.913017749786377,0.9380442500114441,1.7644548416137695]","[-0.9565088748931885,-0.46902212500572205,-0.8822274208068848]","[0.9565088748931885,0.46902212500572205,0.8822274208068848]",dzobj_s124poa32c,c_grassdrytall3_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassdrytall3_summer.p3d.jpg,Raw P3D,"[1.913017749786377,0.9380442500114441,1.7644548416137695]"
dzobj_l2iwf4vmhp,GrassFlowersPurple_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerspurple_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[3.347781181335449,1.5946511030197144,3.147412061691284]","[-1.6738905906677246,-0.7973255515098572,-1.573706030845642]","[1.6738905906677246,0.7973255515098572,1.573706030845642]",dzobj_sz4nbgg8yt,c_grassflowerspurple_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerspurple_summer.p3d.jpg,Raw P3D,"[3.347781181335449,1.5946511030197144,3.147412061691284]"
dzobj_blaigfst4e,GrassFlowersPurpleShort_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerspurpleshort_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[3.347781181335449,0.8742416799068451,3.147412061691284]","[-1.6738905906677246,-0.43712085485458374,-1.573706030845642]","[1.6738905906677246,0.43712082505226135,1.573706030845642]",dzobj_zqhcwq1nd4,c_grassflowerspurpleshort_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerspurpleshort_summer.p3d.jpg,Raw P3D,"[3.347781181335449,0.8742416799068451,3.147412061691284]"
dzobj_495bvdf3a3,GrassFlowersPurpleTall_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerspurpletall_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[3.347781181335449,1.676497757434845,3.147412061691284]","[-1.6738905906677246,-0.8382488489151001,-1.573706030845642]","[1.6738905906677246,0.8382489085197449,1.573706030845642]",dzobj_n7ad8r6pvx,c_grassflowerspurpletall_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerspurpletall_summer.p3d.jpg,Raw P3D,"[3.347781181335449,1.676497757434845,3.147412061691284]"
dzobj_f0ug6ve3ou,GrassFlowersWhite_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerswhite_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.4869232177734375,0.7278124392032623,2.3380775451660156]","[-1.2434616088867188,-0.36390620470046997,-1.1690387725830078]","[1.2434616088867188,0.36390623450279236,1.1690387725830078]",dzobj_aal5zjhhv8,c_grassflowerswhite_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerswhite_summer.p3d.jpg,Raw P3D,"[2.4869232177734375,0.7278124392032623,2.3380775451660156]"
dzobj_qycc1tbh97,GrassFlowersWhiteShort_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerswhiteshort_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.4869232177734375,0.6494366228580475,2.3380775451660156]","[-1.2434616088867188,-0.32471829652786255,-1.1690387725830078]","[1.2434616088867188,0.32471832633018494,1.1690387725830078]",dzobj_pnauzmv16b,c_grassflowerswhiteshort_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerswhiteshort_summer.p3d.jpg,Raw P3D,"[2.4869232177734375,0.6494366228580475,2.3380775451660156]"
dzobj_65wk2383rb,GrassFlowersWhiteTall_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerswhitetall_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.4869232177734375,1.1491833925247192,2.3380775451660156]","[-1.2434616088867188,-0.5745916962623596,-1.1690387725830078]","[1.2434616088867188,0.5745916962623596,1.1690387725830078]",dzobj_yg29m9bryu,c_grassflowerswhitetall_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowerswhitetall_summer.p3d.jpg,Raw P3D,"[2.4869232177734375,1.1491833925247192,2.3380775451660156]"
dzobj_nkhyw70qc3,GrassFlowersYellow_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowersyellow_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.4869232177734375,1.2403264045715332,2.3380775451660156]","[-1.2434616088867188,-0.6201632022857666,-1.1690387725830078]","[1.2434616088867188,0.6201632022857666,1.1690387725830078]",dzobj_dxydr201m0,c_grassflowersyellow_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowersyellow_summer.p3d.jpg,Raw P3D,"[2.4869232177734375,1.2403264045715332,2.3380775451660156]"
dzobj_93ydakw18e,GrassFlowersYellowShort_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowersyellowshort_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.4869232177734375,1.2403264045715332,2.3380775451660156]","[-1.2434616088867188,-0.6201632022857666,-1.1690387725830078]","[1.2434616088867188,0.6201632022857666,1.1690387725830078]",dzobj_a0tk2wesz3,c_grassflowersyellowshort_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowersyellowshort_summer.p3d.jpg,Raw P3D,"[2.4869232177734375,1.2403264045715332,2.3380775451660156]"
dzobj_510ln8t73p,GrassFlowersYellowTall_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowersyellowtall_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.4869232177734375,1.3466561436653137,2.3380775451660156]","[-1.2434616088867188,-0.6733280420303345,-1.1690387725830078]","[1.2434616088867188,0.6733281016349792,1.1690387725830078]",dzobj_ssueeh4vhq,c_grassflowersyellowtall_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassflowersyellowtall_summer.p3d.jpg,Raw P3D,"[2.4869232177734375,1.3466561436653137,2.3380775451660156]"
dzobj_mts642ekq8,GrassLow_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasslow_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.8671190738677979,0.3995666801929474,1.7644548416137695]","[-0.9335595369338989,-0.1997833400964737,-0.8822274208068848]","[0.9335595369338989,0.1997833400964737,0.8822274208068848]",dzobj_092ztfrlsa,c_grasslow_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasslow_summer.p3d.jpg,Raw P3D,"[1.8671190738677979,0.3995666801929474,1.7644548416137695]"
dzobj_cuprdbkl6f,GrassPlant1_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassplant1_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.8671190738677979,0.5928426384925842,1.7644548416137695]","[-0.9335595369338989,-0.2964213192462921,-0.8822274208068848]","[0.9335595369338989,0.2964213192462921,0.8822274208068848]",dzobj_3362ytrztx,c_grassplant1_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassplant1_summer.p3d.jpg,Raw P3D,"[1.8671190738677979,0.5928426384925842,1.7644548416137695]"
dzobj_a7zjjfto3u,GrassPlant2_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassplant2_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.8671190738677979,0.4995667040348053,1.7644548416137695]","[-0.9335595369338989,-0.24978335201740265,-0.8822274208068848]","[0.9335595369338989,0.24978335201740265,0.8822274208068848]",dzobj_dgtk5vw4rs,c_grassplant2_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grassplant2_summer.p3d.jpg,Raw P3D,"[1.8671190738677979,0.4995667040348053,1.7644548416137695]"
dzobj_zuxlr9wn2a,GrassSmall_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasssmall_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.6920297145843506,0.4196987748146057,1.7644548416137695]","[-0.8460148572921753,-0.20984938740730286,-0.8822274208068848]","[0.8460148572921753,0.20984938740730286,0.8822274208068848]",dzobj_45cpc5tm9n,c_grasssmall_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasssmall_summer.p3d.jpg,Raw P3D,"[1.6920297145843506,0.4196987748146057,1.7644548416137695]"
dzobj_ft9vb9i9ae,GrassSmallConc_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasssmallconc_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.6920297145843506,0.4196987748146057,1.7644548416137695]","[-0.8460148572921753,-0.20984938740730286,-0.8822274208068848]","[0.8460148572921753,0.20984938740730286,0.8822274208068848]",dzobj_mqvc81crly,c_grasssmallconc_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasssmallconc_summer.p3d.jpg,Raw P3D,"[1.6920297145843506,0.4196987748146057,1.7644548416137695]"
dzobj_r9cepq07ol,GrassTall2_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstall2_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.8671190738677979,0.7096086740493774,1.7644548416137695]","[-0.9335595369338989,-0.3548043370246887,-0.8822274208068848]","[0.9335595369338989,0.3548043370246887,0.8822274208068848]",dzobj_c4y8gaf75u,c_grasstall2_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstall2_summer.p3d.jpg,Raw P3D,"[1.8671190738677979,0.7096086740493774,1.7644548416137695]"
dzobj_s5hzxqdagn,GrassTall3_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstall3_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.8671190738677979,0.7024445533752441,1.7644548416137695]","[-0.9335595369338989,-0.35122227668762207,-0.8822274208068848]","[0.9335595369338989,0.35122227668762207,0.8822274208068848]",dzobj_ui10r9ux2h,c_grasstall3_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstall3_summer.p3d.jpg,Raw P3D,"[1.8671190738677979,0.7024445533752441,1.7644548416137695]"
dzobj_h7avmw1896,GrassTiny_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstiny_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.5951712131500244,0.36504243314266205,1.1152122020721436]","[-0.7975856065750122,-0.18252120912075043,-0.5576061010360718]","[0.7975856065750122,0.18252122402191162,0.5576061010360718]",dzobj_67dwhtsn72,c_grasstiny_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstiny_summer.p3d.jpg,Raw P3D,"[1.5951712131500244,0.36504243314266205,1.1152122020721436]"
dzobj_fpae949keh,GrassTinyConc_summer,Config,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstinyconc_summer.p3d.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.5951712131500244,0.36504244804382324,1.1152122020721436]","[-0.7975856065750122,-0.18252122402191162,-0.5576061010360718]","[0.7975856065750122,0.18252122402191162,0.5576061010360718]",dzobj_g6y9ony4np,c_grasstinyconc_summer.p3d,exact_image,dz/plants_bliss/clutter,images/plants_bliss/clutter/c_grasstinyconc_summer.p3d.jpg,Raw P3D,"[1.5951712131500244,0.36504244804382324,1.1152122020721436]"
dzobj_gojg9pv072,GreatHelm,Config,dz/characters/headgear,images/characters/headgear/greathelm/greathelm.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.0338252484798431,0.5798435844480991,0.38388054072856903]","[-0.8444992899894714,-0.0241817869246006,-0.17544539272785187]","[0.1893259584903717,0.5556617975234985,0.20843514800071716]",dzobj_c2kd5zgzkm,greathelm_g.p3d,exact_image,dz/characters/headgear,images/characters/headgear/greathelm/greathelm.jpg,Raw P3D,"[1.0338252484798431,0.5798435844480991,0.38388054072856903]"
dzobj_kgs501ndzr,Grenade_ChemGas,Config,dz/weapons/explosives,images/weapons/explosives/grenade_chemgas.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.1017879843711853,0.09987838193774223,0.33375293761491776]","[-0.05115862190723419,-0.05036650225520134,-0.06510163098573685]","[0.05062936246395111,0.049511879682540894,0.2686513066291809]",dzobj_vtfqhrs0h9,grenade_chemgas.p3d,object_token_path_family,dz/weapons/explosives,images/weapons/explosives/grenade_chemgas.p3d.jpg,Raw P3D,"[0.1017879843711853,0.09987838193774223,0.33375293761491776]"
dzobj_wf9jj1b6v6,GrozaOptic,Config,dz/weapons/attachments/optics,images/weapons/attachments/optics/grozaoptic.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.1836553094908595,1.1327473670244217,0.2065696083009243]","[-0.00029003899544477463,-1,-0.0533495657145977]","[0.18336527049541473,0.1327473670244217,0.1532200425863266]",dzobj_e5ilnadytk,optic_ots14.p3d,exact_image,dz/weapons/attachments/optics,images/weapons/attachments/optics/grozaoptic.jpg,Raw P3D,"[0.1836553094908595,1.1327473670244217,0.2065696083009243]"
dzobj_k08xqgamix,Hacksaw,Config,dz/gear/tools,images/gear/tools/hacksaw.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.46779733151197433,0.14005187898874283,0.2381971888244152]","[-0.40572601556777954,-0.06589505821466446,-0.02510387822985649]","[0.062071315944194794,0.07415682077407837,0.21309331059455872]",dzobj_e6jj4w4xj7,hacksaw.p3d,object_token_path_family,dz/gear/tools,images/gear/tools/hacksaw.p3d.jpg,Raw P3D,"[0.46779733151197433,0.14005187898874283,0.2381971888244152]"
dzobj_du0q8n9qyl,Hammer,Config,dz/gear/tools,images/gear/tools/hammer.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.3442848175764084,0.47887323051691055,0.42997272312641144]","[-0.11789080500602722,-0.07891390472650528,-0.38901618123054504]","[0.22639401257038116,0.3999593257904053,0.040956541895866394]",dzobj_8zs0e8v79m,hammer.p3d,object_token_path_family,dz/gear/tools,images/gear/tools/hammer.p3d.jpg,Raw P3D,"[0.3442848175764084,0.47887323051691055,0.42997272312641144]"
dzobj_qdr15w2xuw,HandcuffKeys,Config,dz/gear/tools,images/gear/tools/handcuffkeys.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.0058417618274689,1.3844986632466316,2.0045316107571125]","[-0.12301519513130188,-1.2607966661453247,-1.9700278043746948]","[0.882826566696167,0.12370199710130692,0.03450380638241768]",dzobj_1cpzkahtnj,handcuff_keys.p3d,object_token_path_family,dz/gear/tools,images/gear/tools/handcuff_keys.p3d.jpg,Raw P3D,"[1.0058417618274689,1.3844986632466316,2.0045316107571125]"
dzobj_5xzfc7hs2l,Handcuffs,Config,dz/gear/tools,images/gear/tools/handcuffs.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.26347818225622177,0.8007897287607193,0.7028242349624634]","[-0.17329014837741852,-0.6950253248214722,-0.6977895498275757]","[0.09018803387880325,0.10576440393924713,0.005034685134887695]",dzobj_x7qxj9pewi,handcuffs.p3d,object_token_path_family,dz/gear/tools,images/gear/tools/handcuffs.p3d.jpg,Raw P3D,"[0.26347818225622177,0.8007897287607193,0.7028242349624634]"
dzobj_kkg7vf9wz4,HandcuffsLocked,Config,dz/gear/tools,images/gear/tools/handcuffslocked.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.28339506685733795,0.798248179256916,0.7428217977285385]","[-0.14028996229171753,-0.6939718723297119,-0.6977895498275757]","[0.14310510456562042,0.10427630692720413,0.04503224790096283]",dzobj_mhj6rplyz3,handcuffs_locked.p3d,object_token_path_family,dz/gear/tools,images/gear/tools/handcuffs_locked.p3d.jpg,Raw P3D,"[0.28339506685733795,0.798248179256916,0.7428217977285385]"
dzobj_xf717av5cd,HandDrillKit,Config,dz/gear/crafting,images/gear/crafting/handdrillkit.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.13890032097697258,0.46304790675640106,0.3821002021431923]","[-0.024214942008256912,-0.20770300924777985,-0.1247764602303505]","[0.11468537896871567,0.2553448975086212,0.2573237419128418]",dzobj_xafpws83pe,hand_drill_kit.p3d,object_token_path_family,dz/gear/crafting,images/gear/crafting/hand_drill_kit.p3d.jpg,Raw P3D,"[0.13890032097697258,0.46304790675640106,0.3821002021431923]"
dzobj_epxtwcyole,HandSaw,Config,dz/gear/tools,images/gear/tools/handsaw.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.5683971643447876,0.14140871167182922,0.46216298919171095]","[-0.5069937705993652,-0.06725189089775085,-0.015283542685210705]","[0.06140339374542236,0.07415682077407837,0.44687944650650024]",dzobj_1tekogcbxs,handsaw.p3d,object_token_path_family,dz/gear/tools,images/gear/tools/handsaw.p3d.jpg,Raw P3D,"[0.5683971643447876,0.14140871167182922,0.46216298919171095]"
dzobj_z55d9iylgd,HandsCover_Improvised,Config,dz/characters/gloves,images/characters/gloves/handscover_improvised.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.18355689942836761,0.5075652450323105,0.26456696540117264]","[-0.06047959625720978,0.00015915930271148682,-0.1045488640666008]","[0.12307730317115784,0.507724404335022,0.16001810133457184]",dzobj_egj81z5q1s,handscover_improvised_g.p3d,exact_image,dz/characters/gloves,images/characters/gloves/handscover_improvised.jpg,Raw P3D,"[0.18355689942836761,0.5075652450323105,0.26456696540117264]"
dzobj_f3fi7y5i10,Hatchback_02,Config,dz/vehicles/wheeled/hatchback_02,images/vehicles/wheeled/hatchback_02/hatchback_02.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.9393465518951416,1.9956969022750854,4.226978302001953]","[-1.5104483366012573,0,-2.216848850250244]","[1.4288982152938843,1.9956969022750854,2.010129451751709]",dzobj_nf1rit7ynj,hatchback_02.p3d,object_token_path_family,dz/vehicles/wheeled/hatchback_02,images/vehicles/wheeled/hatchback_02/hatchback_02.p3d.jpg,Raw P3D,"[2.9393465518951416,1.9956969022750854,4.226978302001953]"
dzobj_kw3zdx42am,Hatchback_02_Black,Config,dz/vehicles/wheeled/hatchback_02,images/vehicles/wheeled/hatchback_02/hatchback_02.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.9393465518951416,1.9956969022750854,4.226978302001953]","[-1.5104483366012573,0,-2.216848850250244]","[1.4288982152938843,1.9956969022750854,2.010129451751709]",dzobj_nf1rit7ynj,hatchback_02.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02,images/vehicles/wheeled/hatchback_02/hatchback_02.p3d.jpg,Raw P3D,"[2.9393465518951416,1.9956969022750854,4.226978302001953]"
dzobj_hoxa8ztjl1,Hatchback_02_Blue,Config,dz/vehicles/wheeled/hatchback_02,images/vehicles/wheeled/hatchback_02/hatchback_02.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.9393465518951416,1.9956969022750854,4.226978302001953]","[-1.5104483366012573,0,-2.216848850250244]","[1.4288982152938843,1.9956969022750854,2.010129451751709]",dzobj_nf1rit7ynj,hatchback_02.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02,images/vehicles/wheeled/hatchback_02/hatchback_02.p3d.jpg,Raw P3D,"[2.9393465518951416,1.9956969022750854,4.226978302001953]"
dzobj_87jo8ue7ml,Hatchback_02_Door_1_1,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.1011165380477905,0.7460801601409912,0.6505461931228638]",dzobj_6ft85yu4b7,hatchback_02_door_1_1.p3d,object_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.p3d.jpg,Raw P3D,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]"
dzobj_ti70txnc5f,Hatchback_02_Door_1_1_Black,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.1011165380477905,0.7460801601409912,0.6505461931228638]",dzobj_6ft85yu4b7,hatchback_02_door_1_1.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.p3d.jpg,Raw P3D,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]"
dzobj_yscj6rl67h,Hatchback_02_Door_1_1_BlackRust,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.1011165380477905,0.7460801601409912,0.6505461931228638]",dzobj_6ft85yu4b7,hatchback_02_door_1_1.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.p3d.jpg,Raw P3D,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]"
dzobj_53cspcdfnj,Hatchback_02_Door_1_1_Blue,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.1011165380477905,0.7460801601409912,0.6505461931228638]",dzobj_6ft85yu4b7,hatchback_02_door_1_1.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.p3d.jpg,Raw P3D,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]"
dzobj_j4p2pi4egn,Hatchback_02_Door_1_1_BlueRust,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.1011165380477905,0.7460801601409912,0.6505461931228638]",dzobj_6ft85yu4b7,hatchback_02_door_1_1.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.p3d.jpg,Raw P3D,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]"
dzobj_cn4z43upa6,Hatchback_02_Door_1_1_RedRust,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.1011165380477905,0.7460801601409912,0.6505461931228638]",dzobj_6ft85yu4b7,hatchback_02_door_1_1.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_1.p3d.jpg,Raw P3D,"[1.3883011937141418,1.1856450736522675,1.2046520113945007]"
dzobj_eiot3t1a2h,Hatchback_02_Door_1_2,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.009207010269165,0.7164759635925293,0.5513335466384888]",dzobj_12eeri89l5,hatchback_02_door_1_2.p3d,object_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.p3d.jpg,Raw P3D,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]"
dzobj_wiwtoajj85,Hatchback_02_Door_1_2_Black,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.009207010269165,0.7164759635925293,0.5513335466384888]",dzobj_12eeri89l5,hatchback_02_door_1_2.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.p3d.jpg,Raw P3D,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]"
dzobj_9cb9rwmryd,Hatchback_02_Door_1_2_BlackRust,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.009207010269165,0.7164759635925293,0.5513335466384888]",dzobj_12eeri89l5,hatchback_02_door_1_2.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.p3d.jpg,Raw P3D,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]"
dzobj_89f34ag1wz,Hatchback_02_Door_1_2_Blue,Config,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]","[-0.2871846556663513,-0.43956491351127625,-0.554105818271637]","[1.009207010269165,0.7164759635925293,0.5513335466384888]",dzobj_12eeri89l5,hatchback_02_door_1_2.p3d,image_token_path_family,dz/vehicles/wheeled/hatchback_02/proxy,images/vehicles/wheeled/hatchback_02/proxy/hatchback_02_door_1_2.p3d.jpg,Raw P3D,"[1.2963916659355164,1.1560408771038055,1.1054393649101257]"
