class_name,file_path
ruin_housebig1_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig1_proxy_overgrowth_02.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig1_proxy_overgrowth_02_template.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig1_proxy_overgrowth_template.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig2_half_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig2_half_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig2_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig2_proxy_02.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig2_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig3_half_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig3_half_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig3_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig3_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall1_half_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall1_half_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall1_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall1_proxy_02.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall1_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall2_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall2_proxy_bricks.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housesmall2_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1b01_1_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1b01_2_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w02_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w03_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w04_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w05_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w06_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w07_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w09_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w11_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_1w12_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2b01_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2b02_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2b03_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2b04_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2w01_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2w02_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2w03_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2w04_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_house_2w05_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_mil_controltower_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
shelfs_small.p3d,database/structures_bliss/ruins/Proxy/objects.json
shelfs_small_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
shelfs_small_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
skrin_bar.p3d,database/structures_bliss/ruins/Proxy/objects.json
sofacorner.p3d,database/structures_bliss/ruins/Proxy/objects.json
table.p3d,database/structures_bliss/ruins/Proxy/objects.json
table_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
table_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
tools_racking.p3d,database/structures_bliss/ruins/Proxy/objects.json
wardrobe_a.p3d,database/structures_bliss/ruins/Proxy/objects.json
wardrobe_b.p3d,database/structures_bliss/ruins/Proxy/objects.json
underground_storage_ammo.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_ammo2.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_barracks.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_big.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_big_vent.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_hospital.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_laboratory.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_pox.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_pox2.p3d,database/structures_bliss/underground/Storage/objects.json
underground_storage_workshop.p3d,database/structures_bliss/underground/Storage/objects.json
ammoboxes_big.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
ammoboxes_pox.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
ammoboxes_single.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
ammoboxes_single_open.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
ammoboxes_single_open2.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
ammoboxes_stacked.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
curtain_divider.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
enginecrane_01_f.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
laboratory_scaffolding_1.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
laboratory_scaffolding_2.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
laboratory_tarps.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
medical_tarp_large_yellow.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
pallettrolley_01_yellow_f.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
prison_cell_door.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
prison_cell_nodoor.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
shells.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
shells2.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
shells_single.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
shells_supportbottom.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
shells_supporttop.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
shell_dummy.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
tooltrolley_02_f.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
unidentified_organic_matter.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
whiteboard.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
whiteboard_laboratory.p3d,database/structures_bliss/underground/Storage/proxy/objects.json
misc_deconshower_large.p3d,database/structures_bliss/military/Misc/objects.json
misc_dragonteeth_multiple.p3d,database/structures_bliss/military/Misc/objects.json
misc_dragonteeth_multiple_redwhite.p3d,database/structures_bliss/military/Misc/objects.json
misc_dragonteeth_single.p3d,database/structures_bliss/military/Misc/objects.json
misc_dragonteeth_single_redwhite.p3d,database/structures_bliss/military/Misc/objects.json
shellcrater1.p3d,database/structures_bliss/military/Training/objects.json
shellcrater1_decal.p3d,database/structures_bliss/military/Training/objects.json
shellcrater2_debris.p3d,database/structures_bliss/military/Training/objects.json
shellcrater2_decal.p3d,database/structures_bliss/military/Training/objects.json
shellcrater2_large.p3d,database/structures_bliss/military/Training/objects.json
shellcrater2_small.p3d,database/structures_bliss/military/Training/objects.json
target_concrete1.p3d,database/structures_bliss/military/Training/objects.json
target_concrete2.p3d,database/structures_bliss/military/Training/objects.json
target_concrete_block.p3d,database/structures_bliss/military/Training/objects.json
target_concrete_ramp.p3d,database/structures_bliss/military/Training/objects.json
target_support.p3d,database/structures_bliss/military/Training/objects.json
chapel2_white_dam.p3d,database/structures_bliss/specific/cultural/objects.json
chapel2_yellow_dam.p3d,database/structures_bliss/specific/cultural/objects.json
church5.p3d,database/structures_bliss/specific/cultural/objects.json
church5_dam.p3d,database/structures_bliss/specific/cultural/objects.json
church5_red_dam.p3d,database/structures_bliss/specific/cultural/objects.json
church5_white.p3d,database/structures_bliss/specific/cultural/objects.json
church5_white_dam.p3d,database/structures_bliss/specific/cultural/objects.json
church5_yellow_dam.p3d,database/structures_bliss/specific/cultural/objects.json
misc_calvary1.p3d,database/structures_bliss/specific/cultural/objects.json
misc_calvary2.p3d,database/structures_bliss/specific/cultural/objects.json
misc_calvary3.p3d,database/structures_bliss/specific/cultural/objects.json
monument_enoch1.p3d,database/structures_bliss/specific/cultural/objects.json
monument_enoch2.p3d,database/structures_bliss/specific/cultural/objects.json
statue_enoch1.p3d,database/structures_bliss/specific/cultural/objects.json
church4.p3d,database/structures_bliss/specific/cultural/objects.json
church4_dam.p3d,database/structures_bliss/specific/cultural/objects.json
church4_lightblue.p3d,database/structures_bliss/specific/cultural/objects.json
church4_red.p3d,database/structures_bliss/specific/cultural/objects.json
church4_white.p3d,database/structures_bliss/specific/cultural/objects.json
church4_yellow_dam.p3d,database/structures_bliss/specific/cultural/objects.json
