id,objectName,modelType,path,image,category,searchTags,dimensionsSource,baseVariantKey,pathFamily,candidateStatus,candidateMethod,candidateConfidence,candidateCount,donorId,donorObjectName,donorPath,donorImage,donorDimensionsVisual,notes
dzobj_18k9r78eqi,Armband_Orange,Config,dz/characters/tops,images/characters/tops/armband_orange/armband_orange.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_pkfzolut94,Armband_Pink,Config,dz/characters/tops,images/characters/tops/armband_pink/armband_pink.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_sfu23qudbx,Armband_Pirates,Config,dz/characters/tops,images/characters/tops/armband_pirates/armband_pirates.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband pirates,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_9x97rog7ni,Armband_Red,Config,dz/characters/tops,images/characters/tops/armband_red/armband_red.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_4r7jefn31n,Armband_Refuge,Config,dz/characters/tops,images/characters/tops/armband_refuge/armband_refuge.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband refuge,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_5tf6atlb0o,Armband_Rex,Config,dz/characters/tops,images/characters/tops/armband_rex/armband_rex.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband rex,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_2g4uwz54r1,Armband_Rooster,Config,dz/characters/tops,images/characters/tops/armband_rooster/armband_rooster.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband rooster,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_sds9mqgggb,Armband_RSTA,Config,dz/characters/tops,images/characters/tops/armband_rsta/armband_rsta.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband rsta,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ixb9vas3ix,Armband_Sakhal,Config,dz/characters/tops,images/characters/tops/armband_sakhal/armband_sakhal.jpg,characters,"armband, volcano, 1.29, 129",estimated_tags,armband,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_0p8vlrfhv4,Armband_Snake,Config,dz/characters/tops,images/characters/tops/armband_snake/armband_snake.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband snake,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_3yx2agixa4,Armband_SSahrani,Config,dz/characters/tops,images/characters/tops/armband_ssahrani/armband_ssahrani.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband ssahrani,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_83m8btoxx3,Armband_TEC,Config,dz/characters/tops,images/characters/tops/armband_tec/armband_tec.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband tec,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ed0ve93zig,Armband_UEC,Config,dz/characters/tops,images/characters/tops/armband_uec/armband_uec.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband uec,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_aekvr4lcka,Armband_White,Config,dz/characters/tops,images/characters/tops/armband_white/armband_white.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_kon7tvjja6,Armband_Wolf,Config,dz/characters/tops,images/characters/tops/armband_wolf/armband_wolf.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband wolf,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_9u5v45fbv1,Armband_Yellow,Config,dz/characters/tops,images/characters/tops/armband_yellow/armband_yellow.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_by586swqdh,Armband_Zagorky,Config,dz/characters/tops,images/characters/tops/armband_zagorky/armband_zagorky.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband zagorky,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_aijym6kmjb,Armband_Zenit,Config,dz/characters/tops,images/characters/tops/armband_zenit/armband_zenit.jpg,characters,"arm, team, loot, clothing, clothes",estimated_tags,armband zenit,dz/characters/tops,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_fxfx4un6n4,ArmyPouch_Beige,Config,dz/characters/backpacks,images/characters/backpacks/army_pouch_beige.jpg,characters,"pouch, utility, military, small, beige",estimated_tags,armypouch,dz/characters/backpacks,candidate,sibling_linked_base,high,1,dzobj_kgxe9ro063,armypouch_g.p3d,dz/characters/backpacks,images/characters/backpacks/army_pouch_green.jpg,"[0.557410478591919,0.7416218984872103,0.7836059629917145]",Candidate generated by variant-base linking heuristics.
dzobj_yw2bwkb4z1,ArmyPouch_Black,Config,dz/characters/backpacks,images/characters/backpacks/army_pouch_black.jpg,characters,"pouch, utility, military, small, black",estimated_tags,armypouch,dz/characters/backpacks,candidate,sibling_linked_base,high,1,dzobj_kgxe9ro063,armypouch_g.p3d,dz/characters/backpacks,images/characters/backpacks/army_pouch_green.jpg,"[0.557410478591919,0.7416218984872103,0.7836059629917145]",Candidate generated by variant-base linking heuristics.
dzobj_43itbvqo8r,ArmyPouch_Camo,Config,dz/characters/backpacks,images/characters/backpacks/army_pouch_camo.jpg,characters,"pouch, utility, military, small, camo, camouflage",estimated_tags,armypouch,dz/characters/backpacks,candidate,sibling_linked_base,high,1,dzobj_kgxe9ro063,armypouch_g.p3d,dz/characters/backpacks,images/characters/backpacks/army_pouch_green.jpg,"[0.557410478591919,0.7416218984872103,0.7836059629917145]",Candidate generated by variant-base linking heuristics.
dzobj_qy09d5bi09,AssaultBag_Black,Config,dz/characters/backpacks,images/characters/backpacks/assault_bag_black.jpg,characters,"backpack, assault, tactical, military, black",estimated_tags,assaultbag,dz/characters/backpacks,candidate,sibling_linked_base,high,1,dzobj_yy8i4jb39t,boulder_m53_g.p3d,dz/characters/backpacks,images/characters/backpacks/assault_bag_green.jpg,"[0.8763660490512848,0.5751587674021721,1.1170635595917702]",Candidate generated by variant-base linking heuristics.
dzobj_sg0vnvr7qn,AssaultBag_Ttsko,Config,dz/characters/backpacks,images/characters/backpacks/assault_bag_ttsko.jpg,characters,"backpack, assault, tactical, military, ttsko, camouflage",estimated_tags,assaultbag,dz/characters/backpacks,candidate,sibling_linked_base,high,1,dzobj_yy8i4jb39t,boulder_m53_g.p3d,dz/characters/backpacks,images/characters/backpacks/assault_bag_green.jpg,"[0.8763660490512848,0.5751587674021721,1.1170635595917702]",Candidate generated by variant-base linking heuristics.
dzobj_kj31wm4p02,AssaultBag_Winter,Config,dz/characters/backpacks,images/characters/backpacks/assault_bag_winter.jpg,characters,"backpack, assault, tactical, military, winter, snow",estimated_tags,assaultbag,dz/characters/backpacks,candidate,sibling_linked_base,high,1,dzobj_yy8i4jb39t,boulder_m53_g.p3d,dz/characters/backpacks,images/characters/backpacks/assault_bag_green.jpg,"[0.8763660490512848,0.5751587674021721,1.1170635595917702]",Candidate generated by variant-base linking heuristics.
dzobj_2io3748v9e,ASVAL,Config,dz/weapons/firearms/vss,images/weapons/firearms/asval.jpg,weapons,"machine_gun, automatic, 9x39, silenced",estimated_tags,asval,dz/weapons/firearms,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_1clic1inqw,AthleticShoes_Black,Config,dz/characters/shoes,images/characters/shoes/athleticshoes_black/athleticshoes_black.jpg,characters,"sports, trainers, loot, footware",estimated_tags,athleticshoes,dz/characters/shoes,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_k6cqq3e1is,AthleticShoes_Blue,Config,dz/characters/shoes,images/characters/shoes/athleticshoes_blue/athleticshoes_blue.jpg,characters,"sports, trainers, loot, footware",estimated_tags,athleticshoes,dz/characters/shoes,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_qxzoecchvj,AthleticShoes_Brown,Config,dz/characters/shoes,images/characters/shoes/athleticshoes_brown/athleticshoes_brown.jpg,characters,"sports, trainers, loot, footware",estimated_tags,athleticshoes,dz/characters/shoes,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_j2px72z93w,AthleticShoes_Green,Config,dz/characters/shoes,images/characters/shoes/athleticshoes_green/athleticshoes_green.jpg,characters,"sports, trainers, loot, footware",estimated_tags,athleticshoes,dz/characters/shoes,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_eq3wlllxrw,AthleticShoes_Grey,Config,dz/characters/shoes,images/characters/shoes/athleticshoes_grey/athleticshoes_grey.jpg,characters,"sports, trainers, loot, footware",estimated_tags,athleticshoes,dz/characters/shoes,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_dkw50ba6ys,AtlasBipod,Config,dz/weapons/attachments/support,images/weapons/attachments/support/atlasbipod.jpg,weapons,not_enabled,estimated_tags,atlasbipod,dz/weapons/attachments,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_h90revw1oe,Attack_flashlight_Heavy2,Config,dz/gear/tools,images/gear/tools/attack_flashlight_heavy2.jpg,gear,"gear, raycast, scanner, tools",estimated_tags,attack flashlight heavy2,dz/gear/tools,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_p3gx59u4nn,Attack2Bag_Black,Config,dz/characters/backpacks,images/characters/backpacks/attack2bag_black/attack2bag_black.jpg,characters,"military, bag, big, combat, assault, 1.29, 129",estimated_tags,attack2bag,dz/characters/backpacks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ets2of8kgf,Attack2Bag_Green,Config,dz/characters/backpacks,images/characters/backpacks/attack2bag_green/attack2bag_green.jpg,characters,"military, bag, big, combat, assault, 1.29, 129",estimated_tags,attack2bag,dz/characters/backpacks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_m95ob1ufjx,Attack2Bag_Ttsko,Config,dz/characters/backpacks,images/characters/backpacks/attack2bag_ttsko/attack2bag_ttsko.jpg,characters,"military, bag, big, combat, assault, 1.29, 129",estimated_tags,attack2bag,dz/characters/backpacks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_zq3tvorl5c,Attack2Bag_Yeger,Config,dz/characters/backpacks,images/characters/backpacks/attack2bag_yeger/attack2bag_yeger.jpg,characters,"military, bag, big, combat, assault, 1.29, 129",estimated_tags,attack2bag yeger,dz/characters/backpacks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_9fdam0pdru,Aug_Barrel,Config,dz/weapons/attachments/muzzle,images/weapons/attachments/muzzle/aug_barrel.jpg,weapons,"not_enabled, AUG, AUR_AX, AUR_A1",estimated_tags,aug barrel,dz/weapons/attachments,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_bi2sis8wc2,AuriculariaMushroom,Config,dz/gear/food,images/gear/food/auriculariamushroom.jpg,gear,"field, food, gear, foraging, woods",estimated_tags,auriculariamushroom,dz/gear/food,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_qo3trx0jks,AviatorGlasses,Config,dz/characters/glasses,images/characters/glasses/aviatorglasses/aviatorglasses.jpg,characters,"glasses, sunglasses, aviator, pilot, eyewear",estimated_tags,aviatorglasses,dz/characters/glasses,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_8tjt64bu01,Bait,Config,dz/gear/consumables,images/gear/consumables/bait.jpg,gear,"worms, fishing, hook",estimated_tags,bait,dz/gear/consumables,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_wka3nfysng,BakedBeansCan,Config,dz/gear/food,images/gear/food/bakedbeanscan.jpg,gear,"canned, food, gear",estimated_tags,bakedbeanscan,dz/gear/food,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_o2s4q3wlgv,BakedBeansCan_Opened,Config,dz/gear/food,images/gear/food/bakedbeanscan_opened.jpg,gear,"canned, food, gear",estimated_tags,bakedbeanscan opened,dz/gear/food,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ghaj4z601b,Balaclava3Holes_Black,Config,dz/characters/masks,images/characters/masks/balaclava3holes_black/balaclava3holes_black.jpg,characters,"masks, bank robbery, loot",estimated_tags,balaclava3holes,dz/characters/masks,candidate,sibling_linked_base,high,1,dzobj_i95uqthdu0,balaclava_3holes_g.p3d,dz/characters/masks,images/characters/masks/balaclava3holes_beige/balaclava3holes_beige.jpg,"[0.3643590435385704,0.29382340610027313,0.5628154873847961]",Candidate generated by variant-base linking heuristics.
dzobj_8gdoz73auj,Balaclava3Holes_Blue,Config,dz/characters/masks,images/characters/masks/balaclava3holes_blue/balaclava3holes_blue.jpg,characters,"masks, bank robbery, loot",estimated_tags,balaclava3holes,dz/characters/masks,candidate,sibling_linked_base,high,1,dzobj_i95uqthdu0,balaclava_3holes_g.p3d,dz/characters/masks,images/characters/masks/balaclava3holes_beige/balaclava3holes_beige.jpg,"[0.3643590435385704,0.29382340610027313,0.5628154873847961]",Candidate generated by variant-base linking heuristics.
dzobj_ppnp5at2of,Balaclava3Holes_Green,Config,dz/characters/masks,images/characters/masks/balaclava3holes_green/balaclava3holes_green.jpg,characters,"masks, bank robbery, loot",estimated_tags,balaclava3holes,dz/characters/masks,candidate,sibling_linked_base,high,1,dzobj_i95uqthdu0,balaclava_3holes_g.p3d,dz/characters/masks,images/characters/masks/balaclava3holes_beige/balaclava3holes_beige.jpg,"[0.3643590435385704,0.29382340610027313,0.5628154873847961]",Candidate generated by variant-base linking heuristics.
dzobj_xhmohmpbc9,Balaclava3Holes_White,Config,dz/characters/masks,images/characters/masks/balaclava3holes_white/balaclava3holes_white.jpg,characters,"masks, bank robbery, loot",estimated_tags,balaclava3holes,dz/characters/masks,candidate,sibling_linked_base,high,1,dzobj_i95uqthdu0,balaclava_3holes_g.p3d,dz/characters/masks,images/characters/masks/balaclava3holes_beige/balaclava3holes_beige.jpg,"[0.3643590435385704,0.29382340610027313,0.5628154873847961]",Candidate generated by variant-base linking heuristics.
dzobj_ovgllzc5nv,BalaclavaMask_Beige,Config,dz/characters/masks,images/characters/masks/balaclavamask_beige/balaclavamask_beige.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_8gprojqgc8,BalaclavaMask_Black,Config,dz/characters/masks,images/characters/masks/balaclavamask_black/balaclavamask_black.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_d135wi0kzn,BalaclavaMask_Blackskull,Config,dz/characters/masks,images/characters/masks/balaclavamask_blackskull/balaclavamask_blackskull.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask blackskull,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_6ztjnk6d1r,BalaclavaMask_Blue,Config,dz/characters/masks,images/characters/masks/balaclavamask_blue/balaclavamask_blue.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_q3qskrrlia,BalaclavaMask_Chain,Config,dz/characters/masks,images/characters/masks/balaclavamask_chain/balaclavamask_chain.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask chain,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_4givmdreqw,BalaclavaMask_Green,Config,dz/characters/masks,images/characters/masks/balaclavamask_green/balaclavamask_green.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_9glo6pzfqk,BalaclavaMask_Pig,Config,dz/characters/masks,images/characters/masks/balaclavamask_pig/balaclavamask_pig.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask pig,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_r06hyo8ibd,BalaclavaMask_Pink,Config,dz/characters/masks,images/characters/masks/balaclavamask_pink/balaclavamask_pink.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_kmg3noyy4t,BalaclavaMask_White,Config,dz/characters/masks,images/characters/masks/balaclavamask_white/balaclavamask_white.jpg,characters,"face, masks, protection, ski, bank robbery, loot",estimated_tags,balaclavamask,dz/characters/masks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_am2hmmjnyf,Ballerinas_Red,Config,dz/characters/shoes,images/characters/shoes/ballerinas_red/ballerinas_red.jpg,characters,"flat, shoes, dance, dancing, loot, footware",estimated_tags,ballerinas,dz/characters/shoes,candidate,sibling_linked_base,high,1,dzobj_tidu5o1rr8,ballerinas_ground.p3d,dz/characters/shoes,images/characters/shoes/ballerinas_blue/ballerinas_blue.jpg,"[0.47313643991947174,0.4579615592956543,0.3598964363336563]",Candidate generated by variant-base linking heuristics.
dzobj_w01683j8rp,Ballerinas_White,Config,dz/characters/shoes,images/characters/shoes/ballerinas_white/ballerinas_white.jpg,characters,"flat, shoes, dance, dancing, loot, footware",estimated_tags,ballerinas,dz/characters/shoes,candidate,sibling_linked_base,high,1,dzobj_tidu5o1rr8,ballerinas_ground.p3d,dz/characters/shoes,images/characters/shoes/ballerinas_blue/ballerinas_blue.jpg,"[0.47313643991947174,0.4579615592956543,0.3598964363336563]",Candidate generated by variant-base linking heuristics.
dzobj_iz57ylcv78,Ballerinas_Yellow,Config,dz/characters/shoes,images/characters/shoes/ballerinas_yellow/ballerinas_yellow.jpg,characters,"flat, shoes, dance, dancing, loot, footware",estimated_tags,ballerinas,dz/characters/shoes,candidate,sibling_linked_base,high,1,dzobj_tidu5o1rr8,ballerinas_ground.p3d,dz/characters/shoes,images/characters/shoes/ballerinas_blue/ballerinas_blue.jpg,"[0.47313643991947174,0.4579615592956543,0.3598964363336563]",Candidate generated by variant-base linking heuristics.
dzobj_a667vrcvy3,BallisticHelmet_BDU,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_bdu/ballistichelmet_bdu.jpg,characters,"armored, camouflage, headgear, helmet, military, protective",estimated_tags,ballistichelmet bdu,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_iaftbedhzs,BallisticHelmet_Black,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_black/ballistichelmet_black.jpg,characters,"armored, black, headgear, helmet, military, protective",estimated_tags,ballistichelmet,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_sj64tw9w0p,BallisticHelmet_Desert,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_desert/ballistichelmet_desert.jpg,characters,"armored, camouflage, desert, headgear, helmet, military, protective",estimated_tags,ballistichelmet,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ke5ysx5c4u,BallisticHelmet_Green,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_green/ballistichelmet_green.jpg,characters,"armored, green, headgear, helmet, military, protective",estimated_tags,ballistichelmet,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_i8arr5g29p,BallisticHelmet_Navy,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_navy/ballistichelmet_navy.jpg,characters,"armored, camouflage, headgear, helmet, military, navy, protective",estimated_tags,ballistichelmet,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_c50vijr1cp,BallisticHelmet_UN,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_un/ballistichelmet_un.jpg,characters,"armored, headgear, helmet, military, protective",estimated_tags,ballistichelmet un,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_2zm6oxxyra,BallisticHelmet_Winter,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_winter/ballistichelmet_winter.jpg,characters,"armored, camouflage, headgear, helmet, insulated, military, protective, winter",estimated_tags,ballistichelmet,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_0qa22jft6k,BallisticHelmet_Woodland,Config,dz/characters/headgear,images/characters/headgear/ballistichelmet_woodland/ballistichelmet_woodland.jpg,characters,"armored, camouflage, headgear, helmet, military, protective, woodland",estimated_tags,ballistichelmet,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_szwai4640i,Banana,Config,dz/gear/food,images/gear/food/banana.jpg,gear,"food, gear, fruit, vegetable",estimated_tags,banana,dz/gear/food,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_2g32641zii,Bandage_end,Config,dz/gear/medical,images/gear/medical/bandage_end.jpg,gear,"disinfectant, gear, health, hospital, medical, spray",estimated_tags,bandage end,dz/gear/medical,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_2mjqjd3kz3,Bandana_Blue,Config,dz/characters/headgear,images/characters/headgear/bandana_blue/bandana_blue.jpg,characters,"bandana, blue, cloth, headgear, wrap",estimated_tags,bandana,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_qu8ylxwvgy,Bandana_camopattern,Config,dz/characters/headgear,images/characters/headgear/bandana_camopattern/bandana_camopattern.jpg,characters,"bandana, camouflage, cloth, headgear, wrap",estimated_tags,bandana camopattern,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_lxi8jehrkr,Bandana_Greenpattern,Config,dz/characters/headgear,images/characters/headgear/bandana_greenpattern/bandana_greenpattern.jpg,characters,"bandana, cloth, green, headgear, pattern, wrap",estimated_tags,bandana greenpattern,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_8iv4d9fcyc,Bandana_Pink,Config,dz/characters/headgear,images/characters/headgear/bandana_pink/bandana_pink.jpg,characters,"bandana, cloth, headgear, pink, wrap",estimated_tags,bandana,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_i0l7ebg9ez,Bandana_PolkaPattern,Config,dz/characters/headgear,images/characters/headgear/bandana_polkapattern/bandana_polkapattern.jpg,characters,"bandana, cloth, headgear, pattern, polka, wrap",estimated_tags,bandana polkapattern,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_028r735qqp,Bandana_RedPattern,Config,dz/characters/headgear,images/characters/headgear/bandana_redpattern/bandana_redpattern.jpg,characters,"bandana, cloth, headgear, pattern, red, wrap",estimated_tags,bandana redpattern,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_4bmoljg8vo,Bandana_Yellow,Config,dz/characters/headgear,images/characters/headgear/bandana_yellow/bandana_yellow.jpg,characters,"bandana, cloth, headgear, wrap, yellow",estimated_tags,bandana,dz/characters/headgear,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_r4xkfijkys,BarbedBaseballBat,Config,dz/weapons/melee/blunt,images/weapons/melee/blunt/barbedbaseballbat.jpg,weapons,"blunt, melee, weapon, weapons",estimated_tags,barbedbaseballbat,dz/weapons/melee,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ym6roky7it,BarbedWireLocked,Config,dz/gear/camping,images/gear/camping/barbedwirelocked.jpg,gear,"camping, gear, base building",estimated_tags,barbedwirelocked,dz/gear/camping,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_28lb50ceuz,Bark_Birch,Config,dz/gear/consumables,images/gear/consumables/bark_birch.jpg,gear,"gear, tree, kindling",estimated_tags,bark birch,dz/gear/consumables,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_tmmt60uqrs,Bark_Oak,Config,dz/gear/consumables,images/gear/consumables/bark_oak.jpg,gear,"gear, tree, kindling",estimated_tags,bark oak,dz/gear/consumables,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_pzlcly2ono,Barrel_Blue,Config,dz/gear/containers,images/gear/containers/barrel_blue/barrel_blue.jpg,gear,"container, containers, drum, gear, storage, base building, oil",estimated_tags,barrel,dz/gear/containers,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_iorafbv0mn,Barrel_Green,Config,dz/gear/containers,images/gear/containers/barrel_green/barrel_green.jpg,gear,"container, containers, drum, gear, storage, base building, oil",estimated_tags,barrel,dz/gear/containers,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ehuva1gll9,Barrel_Red,Config,dz/gear/containers,images/gear/containers/barrel_red/barrel_red.jpg,gear,"container, containers, drum, gear, storage, base building, oil",estimated_tags,barrel,dz/gear/containers,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_k1y6zx9uvd,Barrel_Yellow,Config,dz/gear/containers,images/gear/containers/barrel_yellow/barrel_yellow.jpg,gear,"container, containers, drum, gear, storage, base building, oil",estimated_tags,barrel,dz/gear/containers,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_to7gmcqnub,BarrelHoles_Blue,Config,dz/gear/cooking,images/gear/cooking/barrelholes_blue/barrelholes_blue.jpg,gear,"container, cooking, drum, effect, fire, flame, gear, storage, base building, oil",estimated_tags,barrelholes,dz/gear/cooking,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_qbrbhwiepy,BarrelHoles_Green,Config,dz/gear/cooking,images/gear/cooking/barrelholes_green/barrelholes_green.jpg,gear,"container, cooking, drum, effect, fire, flame, gear, storage, base building, oil",estimated_tags,barrelholes,dz/gear/cooking,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ern2c2visp,BarrelHoles_Red,Config,dz/gear/cooking,images/gear/cooking/barrelholes_red/barrelholes_red.jpg,gear,"container, cooking, drum, effect, fire, flame, gear, storage, base building, oil",estimated_tags,barrelholes,dz/gear/cooking,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
