class_name,file_path,model_type,proposed_tags
ZmbF_SkaterYoung_Violet,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_SurvivorNormal_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_SurvivorNormal_Orange,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_SurvivorNormal_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_SurvivorNormal_White,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_VillagerOld_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_VillagerOld_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_VillagerOld_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbF_VillagerOld_White,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CitizenASkinny_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CitizenASkinny_Brown,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CitizenASkinny_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CitizenASkinny_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CitizenBFat_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CitizenBFat_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CitizenBFat_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ClerkFat_Brown,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ClerkFat_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ClerkFat_Khaki,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ClerkFat_White,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CommercialPilotOld_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CommercialPilotOld_Brown,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CommercialPilotOld_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_CommercialPilotOld_Olive,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ConstrWorkerNormal_Beige,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ConstrWorkerNormal_Black,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ConstrWorkerNormal_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ConstrWorkerNormal_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_DoctorFat,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_DoctorFat_Winter,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FarmerFat_Beige,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FarmerFat_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FarmerFat_Brown,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FarmerFat_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FirefighterNormal,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FishermanOld_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FishermanOld_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FishermanOld_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_FishermanOld_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Gamedev_Black,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Gamedev_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Gamedev_Gray,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HandymanNormal_Beige,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HandymanNormal_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HandymanNormal_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HandymanNormal_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HandymanNormal_White,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HeavyIndustryWorker,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HermitSkinny_Beige,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HermitSkinny_Black,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HermitSkinny_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HermitSkinny_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HikerSkinny_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HikerSkinny_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HikerSkinny_Yellow,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HunterOld_Autumn,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HunterOld_Spring,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HunterOld_Summer,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_HunterOld_Winter,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_beige,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_black,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_bluechecks,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_brown,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_greenchecks,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_khaki,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_magenta,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_Jacket_stripes,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_JoggerSkinny_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_JoggerSkinny_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_JoggerSkinny_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_JournalistSkinny,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_MechanicSkinny_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_MechanicSkinny_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_MechanicSkinny_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_MechanicSkinny_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_MotobikerFat_Beige,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_MotobikerFat_Black,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_MotobikerFat_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_OffshoreWorker_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_OffshoreWorker_Orange,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_OffshoreWorker_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_OffshoreWorker_Yellow,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ParamedicNormal_Black,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ParamedicNormal_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ParamedicNormal_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_ParamedicNormal_Red,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PatientSkinny,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PatientSkinny_Winter,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PatrolNormal_Autumn,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PatrolNormal_Flat,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PatrolNormal_PautRev,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PatrolNormal_Summer,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PolicemanFat,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PolicemanSpecForce,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PolicemanSpecForce_Heavy,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_PrisonerSkinny,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_SkaterYoung_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_SkaterYoung_Brown,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_SkaterYoung_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_SkaterYoung_Grey,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_SoldierNormal,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_VillagerOld_Blue,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_VillagerOld_Green,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_VillagerOld_White,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_eastSoldier_Heavy_Navy,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_eastSoldier_normal_Navy,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_priestPopSkinny,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_usSoldier_Heavy_Woodland,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_usSoldier_Officer_Convoy,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_usSoldier_normal_Desert,database/characters/zombies/objects.json,Config,"characters, zombies"
ZmbM_usSoldier_normal_Woodland,database/characters/zombies/objects.json,Config,"characters, zombies"
Zmbm_Mummy,database/characters/zombies/objects.json,Config,"characters, zombies"
CraterLong,database/data/data/ParticleEffects/CraterLong/objects.json,Config,particleeffects
craterlong.p3d,database/data/data/ParticleEffects/CraterLong/objects.json,Raw P3D,particleeffects
PissGround,database/data/data/ParticleEffects/Excretion/objects.json,Config,"excretion, particleeffects, pee"
ShitGround,database/data/data/ParticleEffects/Excretion/objects.json,Config,"excretion, particleeffects, poop, poo"
VomitGround,database/data/data/ParticleEffects/Excretion/objects.json,Config,"excretion, particleeffects, sick"
VomitBloodGround,database/data/data/ParticleEffects/Excretion/objects.json,Config,"excretion, particleeffects, blood, vomit, this is a weird thing to be doing"
piss_ground.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
piss_particle.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
shit_ground.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
shit_particle.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
vomit_blood_ground.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
vomit_blood_particle.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
vomit_ground.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
vomit_particle.p3d,database/data/data/ParticleEffects/Excretion/objects.json,Raw P3D,[match to config]
leaves.p3d,database/data/data/ParticleEffects/Hit_Leaves/objects.json,Raw P3D,[remove entry]
leaves_green.p3d,database/data/data/ParticleEffects/Hit_Leaves/objects.json,Raw P3D,[remove entry]
sticks.p3d,database/data/data/ParticleEffects/Hit_Leaves/objects.json,Raw P3D,[remove entry]
sticks_green.p3d,database/data/data/ParticleEffects/Hit_Leaves/objects.json,Raw P3D,[remove entry]
gnews1.p3d,database/data/data/ParticleEffects/News/objects.json,Raw P3D,[remove entry]
gnews2.p3d,database/data/data/ParticleEffects/News/objects.json,Raw P3D,[remove entry]
gnews3.p3d,database/data/data/ParticleEffects/News/objects.json,Raw P3D,[remove entry]
pstone.p3d,database/data/data/ParticleEffects/Pstone/objects.json,Raw P3D,[remove entry]
shard.p3d,database/data/data/ParticleEffects/Shard/objects.json,Raw P3D,[remove entry]
glassshards.p3d,database/data/data/ParticleEffects/Universal/objects.json,Raw P3D,[remove entry]
universal.p3d,database/data/data/ParticleEffects/Universal/objects.json,Raw P3D,[remove entry]
universal_02.p3d,database/data/data/ParticleEffects/Universal/objects.json,Raw P3D,[remove entry]
woodchippings.p3d,database/data/data/ParticleEffects/Universal/objects.json,Raw P3D,[remove entry]
wallpart.p3d,database/data/data/ParticleEffects/WallPart/objects.json,Raw P3D,[remove entry]
ExplosionTest,database/data/objects.json,Config,"blast, effect"
AnniversaryMusicSource,database/data/objects.json,Config,"audio, sound"
AnniversarySpotLight,database/data/objects.json,Config,"lamp, lighting"
Book_Base,database/gear/books/objects.json,Config,"books, gear"
ProxyBook_kniga,database/gear/books/objects.json,Config,"books, gear"
book_kniga.p3d,database/gear/books/objects.json,Raw P3D,"books, gear"
MediumTent,database/gear/camping/objects.json,Config,"camping, gear, shelter"
MediumTentClutterCutter,database/gear/camping/objects.json,Config,"3x3, camping, gear, shelter"
LargeTent,database/gear/camping/objects.json,Config,"camping, gear, shelter"
LargeTentClutterCutter,database/gear/camping/objects.json,Config,"3x3, camping, gear, shelter"
CarTent,database/gear/camping/objects.json,Config,"camping, gear, shelter, transport, vehicle"
PartyTent,database/gear/camping/objects.json,Config,"camping, canopy, gear, shelter"
StaticObj_PartyTent,database/gear/camping/objects.json,Config,"camping, gear, shelter"
CamoNetShelter,database/gear/camping/objects.json,Config,"camping, gear"
FenceKit,database/gear/camping/objects.json,Config,"camping, gear, base building"
WatchtowerKit,database/gear/camping/objects.json,Config,"camping, gear, base building"
Fence,database/gear/camping/objects.json,Config,"camping, gear, base building"
Watchtower,database/gear/camping/objects.json,Config,"camping, gear, base building"
Material2,database/gear/camping/objects.json,Config,"barbed, camping, gear, wire"
BarbedWire,database/gear/camping/objects.json,Config,"camping, gear, base building"
CombinationLock,database/gear/camping/objects.json,Config,"camping, dial, gear, base building"
CombinationLock4,database/gear/camping/objects.json,Config,"camping, dial, gear, base building"
BarbedWireLocked,database/gear/camping/objects.json,Config,"camping, gear, base building"
CamoNet,database/gear/camping/objects.json,Config,base building
SeaChest,database/gear/camping/objects.json,Config,"camping, gear, storage"
AnniversaryBox,database/gear/camping/objects.json,Config,"camping, crate, gear, storage"
WoodenCrate,database/gear/camping/objects.json,Config,"box, camping, gear, storage"
UndergroundStash,database/gear/camping/objects.json,Config,"camping, gear, mound"
UndergroundStashSnow,database/gear/camping/objects.json,Config,"camping, gear, mound, snow"
Spotlight,database/gear/camping/objects.json,Config,"camping, construction, gear, lamp, light, lighting"
XmasLights,database/gear/camping/objects.json,Config,"camping, festive, gear"
PowerGenerator,database/gear/camping/objects.json,Config,"camping, gear, electricity"
CableReel,database/gear/camping/objects.json,Config,"camping, gear, electricity"
cablereel_drop,database/gear/camping/objects.json,Config,[remove entry]
BatteryCharger,database/gear/camping/objects.json,Config,"camping, energy, gear, power"
HescoBox,database/gear/camping/objects.json,Config,"barrier, camping, crate, gear, mesh, storage, wire"
filled,database/gear/camping/objects.json,Config,[remove entry]
Fabric,database/gear/camping/objects.json,Config,"camping, gear, tarp"
ShelterKit,database/gear/camping/objects.json,Config,"camping, gear, storage"
ShelterSite,database/gear/camping/objects.json,Config,"camping, gear, storage"
ShelterFabric,database/gear/camping/objects.json,Config,"camping, gear, tarp"
ShelterLeather,database/gear/camping/objects.json,Config,"camping, gear"
ShelterStick,database/gear/camping/objects.json,Config,"camping, gear, improvised"
TerritoryFlag,database/gear/camping/objects.json,Config,"banner, camping, gear, pole, signal, base building"
Material4,database/gear/camping/objects.json,Config,[remove entry]
TerritoryFlagKit,database/gear/camping/objects.json,Config,"banner, camping, gear, pole, signal"
Bonfire,database/gear/camping/objects.json,Config,"camping, gear, fire, seasonal, warm, smoke, scarecrow, effigy"
ProxyCombinationLock,database/gear/camping/objects.json,Config,[remove entry]
Proxycombination_lock3,database/gear/camping/objects.json,Config,[remove entry]
Proxycombination_lock4,database/gear/camping/objects.json,Config,[remove entry]
Proxywooden_log,database/gear/camping/objects.json,Config,[remove entry]
dropped_plug_1,database/gear/camping/objects.json,Config,[remove entry]
ProxyDZ_Flag,database/gear/camping/objects.json,Config,[remove entry]
Proxyfabric_ground,database/gear/camping/objects.json,Config,[remove entry]
WoodenLog,database/gear/camping/objects.json,Config,"camping, gear, tree, cut, base building"
barbed_wire.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
barbed_wire_tied.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
battery_charger.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
bonfire.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
cable_reel.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
camo_net_p.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
camo_net_shelter.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
canvas.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
cartent.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
christmas_lights.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
combination_lock3.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
combination_lock4.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
combination_lock_proxied.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
dz_flag.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fabric_ground.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence_deployed.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence_folded.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence_kit.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence_kit_deployed.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence_kit_deployed_orig.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence_kit_folded.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
hbox.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
hbox_base.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
hbox_folded.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
hbox_unfolded_empty.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
hbox_unfolded_filled.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
improvised_tent_01.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
improvised_tent_02.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
improvised_tent_g_01.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
improvised_tent_g_02.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
largetent.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
largetentcluttercutter.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
large_tent_backpack.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
mediumtent.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
mediumtentcluttercutter.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
party_tent.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
party_tent_g.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
party_tent_static.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
power_generator.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
sea_chest.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
sea_chest_anniversary.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
sheltersite.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_fabric.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_frame.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_kit.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_kit_deployed.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_kit_folded.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_leather.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_stick.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
spotlight.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
string_lights_p.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
tent_cluttercutter.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
tent_large_cluttercutter.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
tent_medium_packed.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
tent_medium_pitched.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
territory_flag.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
territory_flag_kit.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
territory_flag_kit_deployed.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
territory_flag_kit_folded.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
t_fagussylvatica_2fmesh.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
t_fagussylvatica_2fproxy.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
underground_stash.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
underground_stash_snow.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_deployed.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_folded.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_kit.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_kit_deployed.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_kit_deployed_orig.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_kit_folded.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_no_proxy.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
wooden_case.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
wooden_log.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
MediumTentPlacing,database/gear/camping/objects.json,Config,[match to config]
LargeTentPlacing,database/gear/camping/objects.json,Config,[match to config]
CarTentPlacing,database/gear/camping/objects.json,Config,[match to config]
PartyTentPlacing,database/gear/camping/objects.json,Config,[match to config]
FenceKitPlacing,database/gear/camping/objects.json,Config,[match to config]
WatchtowerKitPlacing,database/gear/camping/objects.json,Config,[match to config]
ShelterKitPlacing,database/gear/camping/objects.json,Config,[match to config]
TerritoryFlagKitPlacing,database/gear/camping/objects.json,Config,[match to config]
cartentplacing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
fence_kit_placing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
largetentplacing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
mediumtentplacing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
party_tentplacing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
shelter_kit_placing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
territory_flag_kit_placing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
watchtower_kit_placing.p3d,database/gear/camping/objects.json,Raw P3D,[match to config]
Camonet,database/gear/camping/objects.json,Config,[match to config]
Flag_APA,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Altis,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_BabyDeer,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Bear,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Bohemia,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_BrainZ,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_CDF,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_CHEL,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_CMC,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Cannibals,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Chedaki,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Chernarus,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Crook,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_DayZ,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_HunterZ,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Livonia,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_LivoniaArmy,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_LivoniaPolice,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_NAPA,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_NSahrani,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Pirates,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_RSTA,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Refuge,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Rex,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Rooster,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_SSahrani,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Snake,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_TEC,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_UEC,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_White,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Wolf,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Zagorky,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
Flag_Zenit,database/gear/camping/objects.json,Config,"banner, signal, base building, territory, "
MediumTent_Green,database/gear/camping/objects.json,Config,"camping, gear, shelter, storage"
MediumTent_Orange,database/gear/camping/objects.json,Config,"camping, gear, shelter, storage"
PartyTent_Blue,database/gear/camping/objects.json,Config,"camping, gear, shelter, storage"
PartyTent_Brown,database/gear/camping/objects.json,Config,"camping, gear, shelter, storage"
PartyTent_Lunapark,database/gear/camping/objects.json,Config,"camping, gear, shelter, storage"
Proxysingle_plank,database/gear/consumables/objects.json,Config,[remove entry]
ProxySingle_Metal_Sheet,database/gear/consumables/objects.json,Config,[remove entry]
ProxyNails_loose_10,database/gear/consumables/objects.json,Config,[remove entry]
Proxytanned_leather,database/gear/consumables/objects.json,Config,[remove entry]
Paper,database/gear/consumables/objects.json,Config,"consumables, gear, writing, notes, fire, kindling"
PunchedCard,database/gear/consumables/objects.json,Config,"consumables, gear, bunker, access, keycard, underground, panel"
GiftWrapPaper,database/gear/consumables/objects.json,Config,"consumables, gear, christmas, seasonal, festive, santa"
DuctTape,database/gear/consumables/objects.json,Config,"consumables, gear, repair, clothing"
DuctTapeLocked,database/gear/consumables/objects.json,Config,"by, consumables, gear, restrained"
Rag,database/gear/consumables/objects.json,Config,"consumables, gear, torn, clothing, wrapping, kindling, bandage"
Stone,database/gear/consumables/objects.json,Config,"consumables, gear,"
SmallStone,database/gear/consumables/objects.json,Config,"consumables, gear, rock, terrain"
Battery9V,database/gear/consumables/objects.json,Config,"9v, consumables, energy, gear, power"
LargeGasCanister,database/gear/consumables/objects.json,Config,"consumables, fuel, gear, station"
MediumGasCanister,database/gear/consumables/objects.json,Config,"consumables, fuel, gear, station"
SmallGasCanister,database/gear/consumables/objects.json,Config,"consumables, fuel, gear, station"
ButaneCanister,database/gear/consumables/objects.json,Config,"consumables, gear"
Spraycan_Black,database/gear/consumables/objects.json,Config,"consumables, gear, spraypaint"
